transaction_amount,transaction_time,distance_from_home_km,merchant_risk_score,device_trust_score,failed_attempts,previous_transactions,account_age_days,online_transaction,international_transaction,is_fraud
21.65,19318,46.45,0.104,0.844,0,11,80,1,0,0
14.09,62422,37.4,0.25,0.956,0,11,981,0,0,0
11.26,20755,10.27,0.503,0.714,0,8,963,1,0,0
46.5,78648,50.76,0.038,0.478,1,7,1058,0,0,0
26.8,48069,12.31,0.388,0.6,0,8,481,1,0,0
96.64,48599,17.33,0.184,0.748,1,6,974,0,0,0
9.87,72470,23.7,0.245,0.818,0,7,78,1,0,0
17.07,6859,1.84,0.195,0.895,0,7,86,1,0,0
25.18,53121,22.73,0.138,0.395,0,11,848,1,0,0
14.86,28570,21.53,0.05,0.762,0,14,1433,1,0,0
27.25,81567,51.69,0.356,0.987,0,14,257,0,0,0
35.01,29148,10.91,0.022,1.0,0,9,765,0,0,0
39.95,76977,6.93,0.456,1.0,0,7,41,0,0,0
90.46,2751,16.18,0.095,1.0,0,9,63,1,0,0
9.56,83495,29.07,0.038,0.731,0,7,203,1,0,0
35.52,6503,20.63,0.405,0.822,1,6,1124,1,0,0
16.16,82976,3.72,0.238,0.948,0,13,351,1,0,0
38.24,22044,10.69,0.125,0.932,0,7,2202,0,0,0
38.29,71779,1.65,0.185,0.643,0,6,1162,0,0,0
12.31,49481,33.61,0.062,0.705,0,6,591,0,0,0
13.18,46144,53.63,0.135,0.601,0,10,458,0,0,0
25.26,51321,218.53,0.145,0.586,6,5,239,0,1,1
27.63,75306,18.63,0.097,0.899,0,6,148,1,0,0
22.74,22224,20.87,0.402,0.734,0,7,859,1,0,0
45.9,72681,14.44,0.151,0.815,0,9,127,1,0,0
48.69,53374,17.47,0.087,0.965,0,7,222,1,0,0
17.75,19299,30.98,0.084,0.851,2,10,180,0,0,0
13.71,13497,16.53,0.366,0.41,1,8,276,0,0,0
9.88,59482,63.03,0.16,0.765,0,8,2014,1,1,0
27.85,54826,19.46,0.09,0.7,0,7,138,1,0,0
8.68,51224,1.86,0.439,0.681,0,6,419,1,1,0
29.36,79458,76.61,0.353,0.685,0,10,223,1,0,0
71.77,64490,3.97,0.013,0.335,1,9,270,1,0,0
20.43,76543,38.37,0.237,0.972,0,12,872,1,0,0
17.66,872,18.71,0.104,0.811,0,11,1225,0,0,0
134.06,81330,33.76,0.347,1.0,0,8,1726,0,0,0
90.72,23881,18.01,0.375,0.476,0,10,503,0,1,0
14.71,22388,1.52,0.164,0.635,1,16,417,1,0,0
30.3,55589,11.75,0.183,0.636,0,8,633,1,0,0
35.27,45301,24.23,0.279,0.764,0,6,1758,1,0,0
31.91,36800,24.78,0.31,0.669,0,9,1071,1,0,0
115.79,80223,90.34,0.274,0.838,0,3,351,0,0,0
29.07,72702,23.31,0.03,1.0,2,13,533,0,1,0
32.78,8885,8.44,0.252,0.744,0,6,212,1,0,0
47.04,13026,1.11,0.212,0.882,0,9,2249,1,0,0
70.24,53189,38.83,0.194,0.661,0,4,998,0,0,0
57.37,23585,55.02,0.243,0.965,1,13,114,0,0,0
41.7,13006,23.77,0.113,0.868,1,8,2838,1,0,0
7.79,28532,16.46,0.347,0.847,0,7,316,1,0,0
18.35,71145,49.33,0.174,0.741,1,16,593,1,0,0
52.22,6642,6.87,0.202,0.934,1,8,1495,1,0,0
33.13,13556,12.72,0.332,0.867,0,10,245,1,0,0
52.5,42237,17.71,0.127,1.0,0,9,961,1,0,0
122.7,37996,1.27,0.186,0.577,0,10,1327,1,0,0
10.57,9139,29.17,0.41,0.789,0,8,1866,0,0,0
67.38,69909,5.22,0.17,0.762,1,10,228,1,0,0
20.82,79596,10.13,0.196,0.693,0,7,230,1,0,0
57.3,46108,13.38,0.029,0.797,0,5,2913,1,0,0
26.23,65933,25.44,0.134,0.882,0,6,627,1,0,0
148.65,47374,1.69,0.12,0.864,0,15,494,0,0,0
30.09,34545,10.42,0.083,0.821,0,8,212,0,0,0
16.24,69596,8.02,0.185,0.597,0,7,1389,1,1,0
37.94,31117,0.04,0.295,0.818,0,5,783,1,0,0
35.13,53106,29.41,0.09,0.524,0,4,966,1,0,0
67.39,60866,6.73,0.107,0.798,0,8,1963,1,1,0
38.8,81813,4.55,0.328,0.662,0,9,63,0,0,0
196.38,22112,39.98,0.048,0.954,0,5,657,0,0,0
24.8,78166,1.0,0.285,0.737,1,7,1370,1,0,0
25.04,31100,57.62,0.095,0.579,0,9,679,1,0,0
16.72,17158,29.03,0.155,0.876,1,9,903,0,1,0
29.04,81926,4.71,0.385,0.747,1,5,3166,1,0,0
32.62,66832,10.77,0.394,0.716,3,10,160,1,0,0
33.95,65823,74.88,0.204,0.695,0,4,503,1,0,0
28.61,51005,24.11,0.072,0.646,0,6,527,1,1,0
16.65,33337,23.46,0.103,0.89,1,9,303,1,0,0
13.39,21102,26.47,0.096,0.712,1,6,224,0,0,0
20.08,63673,15.53,0.162,0.857,0,8,605,1,0,0
67.57,25218,4.58,0.184,0.836,0,8,314,1,0,0
80.27,52824,4.09,0.414,0.931,0,9,1166,1,1,0
25.49,47583,29.06,0.388,0.765,1,12,544,1,0,0
12.77,39541,53.84,0.104,0.435,0,5,1683,1,1,0
25.41,18935,8.92,0.153,0.886,0,12,725,1,0,0
144.51,82029,17.5,0.084,0.711,0,10,1450,1,0,0
60.29,68755,121.46,0.002,0.698,1,15,4959,1,1,0
42.12,66267,7.43,0.211,1.0,0,4,653,0,0,0
58.57,45269,12.37,0.073,0.944,1,11,1853,1,0,0
92.99,76771,11.3,0.428,0.813,0,4,894,1,0,0
10.78,8759,0.83,0.179,0.702,0,11,1271,1,0,0
19.81,23488,17.81,0.059,0.779,0,10,1812,1,0,0
17.76,60215,5.85,0.301,0.35,0,13,1510,1,1,0
43.37,9549,3.44,0.032,0.939,0,5,186,0,0,0
30.82,29518,30.98,0.185,0.597,0,5,692,1,0,0
49.65,72799,36.29,0.222,0.506,0,10,1001,0,0,0
18.07,66607,54.93,0.186,0.563,2,10,97,0,0,0
16.02,57125,165.39,0.214,0.29,2,11,234,1,1,1
25.65,72981,50.83,0.463,0.823,1,9,1615,0,0,0
47.26,56522,3.27,0.279,0.752,0,11,34,0,0,0
70.55,35014,6.33,0.12,0.589,0,6,2407,1,0,0
66.16,43515,3.27,0.019,0.629,0,9,518,1,0,0
36.19,41083,10.91,0.006,0.531,1,7,1224,1,1,0
53.34,55495,43.86,0.343,0.393,1,10,243,0,1,1
109.22,65610,26.48,0.09,0.896,2,8,1357,1,0,0
40.89,1988,31.53,0.387,1.0,0,4,951,1,0,0
15.12,62597,4.35,0.203,0.733,0,11,607,0,0,0
43.23,31031,24.29,0.087,0.778,0,9,1457,1,0,0
26.32,68619,0.58,0.262,0.829,0,6,606,1,0,0
4.14,85738,14.25,0.11,0.883,0,12,1927,1,0,0
39.24,48934,8.4,0.417,0.432,0,4,1571,1,0,0
29.76,85611,162.47,0.372,0.659,2,8,3060,1,0,0
68.38,44939,64.03,0.154,0.687,0,10,366,0,0,0
14.88,13856,3.99,0.428,0.471,0,6,720,0,0,0
8.13,48895,62.33,0.349,0.95,0,11,278,1,0,0
31.03,57426,13.57,0.316,0.459,0,13,460,1,0,0
36.75,45748,21.49,0.269,0.497,0,11,852,0,0,0
29.23,46307,19.08,0.11,0.66,0,7,507,0,1,0
27.57,35833,32.38,0.126,0.702,0,10,1655,1,0,0
11.53,7954,10.2,0.166,0.999,0,12,1434,1,0,0
24.26,35001,1.81,0.52,1.0,0,12,462,1,0,0
20.52,79700,13.52,0.18,0.784,0,7,1587,1,0,0
63.95,48338,19.66,0.2,0.626,0,6,249,0,0,0
36.73,42744,20.24,0.045,0.537,0,14,220,1,0,0
21.71,71164,39.33,0.211,0.863,0,8,532,1,0,0
107.67,36936,1.13,0.134,0.535,0,10,572,1,0,0
21.86,85932,110.77,0.381,0.7,1,9,2291,1,0,0
42.36,56338,116.58,0.143,0.942,1,12,263,0,0,0
23.72,6308,2.61,0.153,0.853,2,9,1267,1,0,0
99.98,35082,10.54,0.228,0.623,0,10,56,1,0,0
29.06,75191,22.31,0.278,0.88,2,6,1468,0,0,0
29.76,21631,11.68,0.041,0.626,0,12,426,0,0,0
24.24,53144,16.72,0.341,0.987,0,12,1627,0,0,0
31.73,2914,9.86,0.344,0.619,0,7,594,1,0,0
70.78,42301,31.13,0.391,0.964,0,7,3183,0,0,0
53.34,85854,11.31,0.293,0.603,0,7,842,1,0,0
27.73,68237,14.05,0.22,0.904,0,8,211,1,1,0
105.75,69580,21.45,0.017,0.86,2,12,1422,0,0,0
54.51,49185,87.01,0.163,0.625,0,11,339,0,0,0
19.1,62673,25.67,0.313,1.0,0,4,1093,1,0,0
8.99,55611,2.55,0.108,0.503,1,13,2635,0,1,0
19.45,73023,9.6,0.187,0.691,0,10,304,1,0,0
37.74,78533,13.61,0.06,0.57,0,7,917,0,0,0
43.72,54825,33.69,0.123,0.803,0,12,322,0,0,0
80.42,49556,14.8,0.045,0.804,1,4,1768,1,1,0
11.3,37479,26.9,0.331,0.564,0,8,2749,0,0,0
19.08,34692,45.74,0.134,0.74,1,9,726,1,0,0
10.57,62652,2.75,0.314,1.0,0,11,123,1,0,0
16.15,71559,66.73,0.351,0.113,2,9,178,0,1,1
16.41,81283,34.22,0.439,1.0,0,8,1620,1,0,0
36.35,83165,42.83,0.562,0.821,1,10,2588,0,0,0
50.26,74167,78.13,0.134,0.483,0,5,480,1,1,0
12.7,29203,9.26,0.108,0.586,0,6,1452,1,0,0
14.19,46359,14.01,0.092,0.755,0,8,1011,1,0,0
6.53,43784,7.62,0.288,0.575,1,5,527,1,0,0
32.18,54519,9.9,0.35,0.771,0,9,833,1,0,0
15.09,58622,10.01,0.109,0.94,0,5,1673,0,0,0
102.56,40460,50.96,0.393,0.988,0,13,573,1,0,0
37.63,84868,1.62,0.151,0.74,0,7,499,1,1,0
23.64,73663,5.66,0.068,0.616,0,8,550,0,0,0
16.23,18989,23.58,0.134,0.914,0,5,307,1,1,0
8.2,83014,36.22,0.055,0.865,0,4,135,0,0,0
9.08,30778,29.88,0.104,0.743,0,11,564,1,0,0
16.48,5101,1.19,0.116,0.653,0,6,1566,0,0,0
15.5,1074,15.12,0.216,0.414,0,18,158,1,0,0
12.19,16399,5.1,0.139,0.807,0,9,959,1,1,0
36.66,34295,110.87,0.087,0.822,0,9,1677,1,0,0
40.91,68735,170.13,0.185,1.0,0,9,1900,1,1,0
18.79,76969,1.31,0.038,0.683,1,5,1971,1,0,0
127.5,63242,27.54,0.129,0.809,0,2,3133,0,0,0
6.7,40568,41.92,0.395,0.802,1,10,353,1,0,0
28.4,79027,9.82,0.046,0.927,0,9,650,0,1,0
22.76,76513,29.57,0.079,0.904,0,6,93,0,0,0
17.45,71358,5.2,0.079,1.0,2,7,715,1,0,0
15.52,50083,3.42,0.225,0.84,0,10,298,0,0,0
26.96,22828,64.86,0.256,0.849,0,14,2770,1,0,0
22.64,12805,25.72,0.131,0.962,0,10,1622,1,0,0
19.82,84058,42.45,0.045,0.795,0,10,517,1,0,0
9.59,4289,19.02,0.166,0.753,0,4,1143,1,0,0
17.41,52552,47.43,0.558,0.207,2,14,1072,1,1,1
21.52,13605,11.82,0.301,0.956,0,8,1848,0,0,0
19.65,8417,53.35,0.193,0.67,0,17,198,0,0,0
23.16,74172,0.39,0.05,0.724,0,10,467,1,0,0
24.86,10573,5.8,0.328,0.767,1,13,1290,1,0,0
17.85,77769,7.3,0.092,0.89,1,6,174,0,0,0
22.88,27710,7.63,0.162,0.652,1,6,217,1,0,0
13.7,1902,2.59,0.454,0.434,1,6,1721,1,0,0
91.76,3603,47.13,0.021,0.897,0,4,240,1,0,0
14.3,73972,4.34,0.049,0.708,0,11,624,1,0,0
20.15,69584,44.25,0.106,0.538,0,11,130,0,0,0
15.2,82724,10.97,0.289,0.487,0,10,722,0,0,0
14.99,1760,15.28,0.15,0.979,0,12,437,0,0,0
27.65,27692,15.54,0.312,0.972,0,7,974,0,0,0
24.98,14092,31.22,0.037,0.822,0,12,330,1,1,0
31.9,86315,2.39,0.198,0.493,2,8,288,1,1,1
21.61,70880,25.59,0.199,0.706,0,8,765,1,0,0
15.24,8265,37.15,0.276,0.651,0,7,1499,1,0,0
37.39,46195,0.21,0.13,0.629,1,9,111,1,0,0
140.35,14916,17.57,0.231,0.704,1,12,245,0,0,0
13.47,40649,18.56,0.175,0.569,0,10,187,0,0,0
37.16,12262,6.84,0.159,0.563,0,10,2309,0,0,0
28.11,57134,20.32,0.149,0.471,0,7,519,1,0,0
46.29,44122,15.74,0.376,0.516,1,14,2118,1,1,0
47.34,13873,15.97,0.11,0.62,1,4,1033,0,0,0
31.96,47011,3.15,0.124,0.52,0,13,60,0,0,0
26.26,4187,14.28,0.17,0.876,0,11,703,1,1,0
19.15,76647,36.36,0.1,0.714,0,7,870,1,1,0
14.7,76522,13.19,0.136,0.836,0,5,161,0,0,0
25.09,31547,16.71,0.219,0.704,1,5,285,0,0,0
9.7,36380,85.68,0.368,0.651,1,4,1001,1,0,0
16.86,23723,51.35,0.093,0.932,2,11,1091,0,0,0
65.73,70316,66.02,0.242,0.645,0,13,336,0,0,0
29.34,13460,2.02,0.303,0.634,0,10,2372,1,0,0
55.38,20379,24.1,0.118,0.851,0,15,648,1,0,0
87.86,56020,6.32,0.135,0.711,0,13,1305,1,0,0
23.53,44718,12.95,0.273,0.864,1,8,1057,1,0,0
32.0,8802,28.47,0.095,0.684,0,7,153,1,0,0
21.3,7645,21.62,0.578,0.442,1,8,1078,0,0,0
14.15,36983,17.62,0.093,0.664,0,7,384,0,0,0
12.65,1838,42.11,0.108,0.899,0,8,389,1,0,0
53.22,38416,28.69,0.105,0.506,0,5,229,1,0,0
32.04,72220,43.02,0.246,0.71,0,11,688,1,0,0
118.78,26671,67.18,0.312,0.43,0,6,345,0,0,0
59.01,62849,31.12,0.2,0.746,0,13,237,1,1,0
15.11,72480,12.58,0.083,0.812,1,8,2375,1,1,0
53.11,56447,5.98,0.055,0.626,0,9,731,1,0,0
21.24,52725,7.9,0.311,0.837,0,8,236,1,0,0
71.77,40382,12.63,0.248,0.36,0,12,702,0,0,0
18.37,40953,33.69,0.33,1.0,1,10,430,1,1,0
11.68,23536,1.02,0.251,0.98,0,12,608,1,0,0
14.34,6182,42.09,0.243,0.886,0,10,584,1,0,0
14.94,66008,35.48,0.44,0.919,0,9,183,1,1,0
13.84,25732,17.3,0.158,0.877,1,8,1342,1,1,0
17.15,16284,12.76,0.283,0.855,1,10,230,0,0,0
53.8,10375,2.99,0.132,0.983,1,12,1958,1,0,0
134.7,58771,47.93,0.323,0.45,4,10,486,1,1,1
9.35,48709,2.9,0.066,0.556,0,8,743,0,0,0
74.5,65059,42.72,0.161,0.423,0,15,3087,0,0,0
18.5,26399,17.8,0.069,0.802,0,8,544,0,0,0
35.81,55812,7.09,0.135,0.869,0,8,121,1,0,0
7.22,20839,0.46,0.118,0.892,1,16,629,1,1,0
41.23,54931,18.55,0.05,0.536,0,13,517,0,1,0
5.45,23788,34.87,0.218,0.665,0,10,1034,0,0,0
34.85,12006,36.36,0.186,0.627,1,9,71,1,0,0
33.31,9365,6.03,0.036,0.778,0,6,3335,0,0,0
31.59,53728,132.77,0.236,0.681,0,6,1166,1,0,0
15.06,62878,21.03,0.351,0.672,0,8,3083,0,0,0
42.08,6056,10.09,0.424,0.821,0,11,939,0,0,0
37.07,45276,12.47,0.233,0.794,0,11,1701,0,0,0
22.92,59657,3.32,0.197,0.839,2,9,1504,1,0,0
46.41,77258,17.0,0.266,0.795,0,9,1580,1,0,0
25.12,17060,34.99,0.337,0.523,0,15,1619,0,0,0
41.39,7223,13.17,0.196,0.498,0,8,790,1,0,0
24.52,31573,50.41,0.169,0.888,0,5,446,0,1,0
32.24,20323,16.19,0.452,0.758,0,7,1034,1,0,0
42.94,86258,57.72,0.155,0.964,0,10,56,0,0,0
19.72,75663,30.37,0.157,0.926,0,10,446,1,0,0
10.1,74920,1.41,0.159,0.779,1,7,813,0,0,0
33.81,43582,1.73,0.141,0.934,0,10,80,1,0,0
70.21,79280,40.25,0.071,1.0,0,7,1147,0,0,0
34.44,66201,11.03,0.166,0.771,0,9,3626,1,0,0
34.97,30557,5.24,0.172,0.559,0,5,1429,0,0,0
26.21,9793,50.12,0.092,0.786,1,10,2264,1,1,0
48.97,7452,102.32,0.225,0.888,0,9,281,0,1,0
23.37,55749,41.35,0.085,0.898,0,6,1602,1,0,0
18.86,65723,32.29,0.249,0.653,1,9,608,0,0,0
65.64,58048,0.02,0.256,0.608,0,8,905,0,0,0
17.74,27943,2.8,0.28,0.728,0,9,216,0,0,0
55.23,40458,27.79,0.138,1.0,0,12,1480,0,0,0
65.68,62131,13.17,0.195,0.731,0,9,1778,1,0,0
71.31,60797,68.12,0.214,0.071,1,7,208,1,1,1
9.98,25942,33.76,0.079,0.859,0,7,507,1,0,0
27.71,27225,13.57,0.267,0.839,0,8,1024,0,0,0
23.07,40158,26.88,0.287,0.87,0,10,612,1,0,0
18.23,82254,15.79,0.537,0.739,1,13,804,1,0,0
30.39,62177,0.67,0.185,0.729,0,9,1551,1,0,0
50.17,76112,25.26,0.082,0.656,0,13,477,1,0,0
18.79,47458,38.79,0.466,0.818,1,9,801,0,1,0
23.64,16739,4.24,0.197,1.0,0,10,713,0,0,0
22.36,51074,55.43,0.286,0.934,0,11,1170,1,0,0
68.79,4327,5.01,0.364,0.591,0,10,1347,1,0,0
22.07,3338,13.74,0.443,0.838,0,8,40,1,0,0
10.1,795,18.73,0.453,0.688,2,8,4166,0,0,0
7.7,82109,9.42,0.125,0.701,0,7,1254,1,0,0
36.24,77871,17.35,0.235,0.816,0,10,130,1,0,0
14.75,56603,31.68,0.331,0.685,0,6,1056,0,0,0
46.29,41773,31.33,0.112,0.708,0,9,360,1,0,0
9.35,79807,63.87,0.241,0.584,1,8,66,0,0,0
17.62,48129,49.53,0.277,0.745,0,9,461,1,0,0
9.35,75978,105.17,0.292,0.762,0,11,327,0,0,0
38.39,34826,22.62,0.306,0.869,0,7,1257,1,0,0
45.56,25796,12.79,0.234,0.435,0,9,1386,0,0,0
35.55,42587,6.86,0.235,0.8,0,7,560,1,0,0
11.37,62878,6.99,0.049,0.571,1,14,163,1,0,0
14.93,35148,4.09,0.263,0.357,0,10,1612,0,0,0
32.7,30872,32.43,0.124,0.946,0,11,1722,1,0,0
7.03,25975,26.55,0.146,0.822,0,7,396,1,0,0
22.36,37819,8.64,0.083,1.0,0,10,408,0,0,0
91.24,75891,55.67,0.142,0.837,0,14,599,0,0,0
23.48,19093,20.09,0.135,0.882,0,11,360,1,0,0
8.24,29364,1.79,0.286,0.434,0,3,136,1,0,0
16.68,26662,1.59,0.117,0.889,1,7,1176,1,0,0
16.37,12086,3.86,0.299,0.736,0,7,3419,1,0,0
150.24,43933,5.93,0.016,0.697,1,7,934,1,0,0
102.78,64838,54.61,0.465,0.814,1,11,2292,1,1,0
48.65,39640,37.68,0.184,0.795,1,9,1755,0,0,0
20.61,50305,5.63,0.014,0.683,0,9,104,1,0,0
70.85,39687,7.14,0.182,0.931,0,6,626,1,0,0
10.95,32369,25.32,0.191,0.71,0,12,1562,0,0,0
64.15,69694,51.3,0.199,1.0,1,10,1348,1,0,0
56.96,79968,9.52,0.121,0.724,0,8,5720,1,0,0
24.02,79259,18.64,0.132,0.768,0,5,296,0,0,0
67.45,21949,55.27,0.363,0.795,0,5,482,1,0,0
19.81,39636,70.72,0.366,0.234,5,9,273,0,0,1
9.85,46688,55.53,0.15,0.923,0,6,34,1,1,0
59.29,49088,8.15,0.212,0.908,0,5,523,0,1,0
25.33,65771,29.36,0.163,0.433,1,6,424,0,0,0
43.88,32635,3.03,0.139,0.495,0,11,2343,0,0,0
116.36,44603,23.94,0.575,0.382,1,4,329,0,1,0
15.21,18180,9.06,0.304,0.587,0,15,60,0,0,0
24.17,70821,30.22,0.163,0.512,0,8,208,1,0,0
95.17,40163,3.83,0.021,0.709,0,8,287,1,0,0
46.29,42350,27.38,0.107,0.845,0,13,1915,1,0,0
15.49,80796,30.82,0.231,1.0,0,13,2032,1,1,0
12.63,38297,48.65,0.282,0.565,0,10,866,0,0,0
17.77,76859,29.04,0.212,0.846,0,16,3383,0,0,0
15.02,18595,18.5,0.119,1.0,0,8,62,1,0,0
32.78,62693,38.33,0.253,0.642,1,11,2488,1,0,0
28.87,78705,8.37,0.174,1.0,1,3,102,1,0,0
33.9,19612,28.29,0.24,0.923,0,8,312,1,1,0
13.84,64505,32.23,0.049,0.603,0,12,1460,0,1,0
25.62,33694,12.46,0.275,0.689,1,9,786,0,0,0
5.24,5822,112.67,0.1,0.961,0,11,2465,1,0,0
30.45,19305,11.0,0.163,0.574,0,6,124,0,0,0
69.43,44405,2.21,0.277,0.527,0,11,306,1,0,0
8.67,61382,9.04,0.145,0.67,0,9,1675,1,1,0
39.91,80762,2.62,0.482,0.595,0,10,1543,0,0,0
16.63,23719,10.36,0.317,1.0,0,5,610,1,0,0
51.52,57464,3.42,0.444,0.69,0,10,1846,1,0,0
30.78,50117,14.47,0.024,0.611,0,8,679,0,0,0
37.48,3719,37.62,0.048,0.471,0,7,119,1,0,0
28.56,85833,1.75,0.205,0.481,0,10,127,0,1,0
78.47,78462,20.7,0.198,0.444,1,11,235,1,0,0
35.8,61168,1.12,0.264,1.0,0,6,816,1,1,0
15.42,45429,53.99,0.129,0.879,0,8,82,0,0,0
29.34,52331,63.58,0.233,1.0,0,10,592,1,0,0
20.18,36138,16.95,0.2,1.0,1,8,1099,1,0,0
30.87,30831,36.66,0.35,0.777,0,5,390,0,1,0
19.38,48533,22.47,0.009,0.69,0,8,225,0,0,0
15.78,61385,10.41,0.315,1.0,0,6,331,1,0,0
31.8,10115,7.03,0.398,0.978,0,10,1795,0,0,0
28.35,21522,35.53,0.322,0.798,2,12,165,1,0,0
63.51,61160,14.05,0.146,0.515,1,10,346,1,1,0
19.45,9968,63.22,0.111,0.791,0,8,500,1,1,0
5.56,53808,92.92,0.4,0.679,1,7,466,0,0,0
20.27,22681,5.91,0.174,0.362,1,9,317,1,0,0
16.03,19251,21.73,0.352,0.257,2,12,179,1,1,1
37.81,36317,19.25,0.257,0.53,0,15,1408,1,0,0
7.11,55679,50.64,0.14,0.456,0,7,91,1,0,0
12.3,37544,29.36,0.141,0.686,2,12,517,1,1,0
20.29,60613,23.37,0.062,0.714,2,12,203,1,0,0
93.24,49330,28.41,0.135,0.713,0,9,863,1,1,0
11.49,25190,12.34,0.232,0.833,0,9,59,0,0,0
27.38,67290,80.65,0.089,0.843,0,13,1438,1,0,0
43.12,8238,1.48,0.019,0.764,0,10,1221,1,0,0
88.88,8015,0.74,0.332,0.727,0,10,1139,1,0,0
50.51,44643,13.43,0.212,0.996,0,9,41,1,1,0
65.05,55478,4.2,0.341,0.574,0,7,1274,1,1,0
54.13,72033,19.68,0.181,0.46,0,10,755,1,1,0
10.31,68070,0.23,0.121,0.794,1,9,544,0,0,0
36.15,24791,15.39,0.229,0.466,0,9,178,1,0,0
53.46,52091,8.74,0.124,0.747,0,5,262,1,0,0
12.61,13734,5.65,0.314,0.897,0,8,2021,0,0,0
17.05,54917,14.7,0.198,0.69,0,11,162,1,0,0
14.26,52028,48.2,0.243,0.704,0,9,557,0,0,0
50.3,48136,26.63,0.214,0.985,0,11,184,1,0,0
25.65,25812,4.36,0.116,0.693,0,11,805,1,0,0
20.97,31882,17.27,0.086,0.694,0,5,1879,1,1,0
9.72,33775,67.09,0.042,0.736,0,10,356,1,1,0
25.69,4829,14.46,0.281,1.0,0,9,775,1,0,0
17.22,39232,15.9,0.071,0.606,1,18,2794,0,0,0
32.94,26714,70.91,0.28,0.762,0,7,1069,0,0,0
10.87,73593,3.65,0.189,0.482,0,11,48,0,0,0
31.26,34927,33.2,0.046,0.5,0,11,572,1,1,0
45.25,85104,25.08,0.435,0.116,2,11,866,1,1,1
9.98,57717,50.23,0.376,0.603,0,5,414,1,0,0
9.38,16362,1.4,0.044,0.809,0,3,309,1,0,0
10.57,34054,116.15,0.214,0.675,0,4,186,0,1,0
22.99,70009,36.59,0.012,1.0,0,10,1214,1,0,0
29.87,4920,8.36,0.115,0.904,0,7,1021,0,0,0
33.64,14892,35.77,0.102,0.766,0,13,829,0,0,0
34.68,17678,64.09,0.202,0.822,1,12,469,0,0,0
14.78,36744,3.0,0.051,0.513,1,10,877,0,0,0
63.23,47789,61.21,0.324,0.798,0,12,302,1,0,0
19.03,65709,11.16,0.266,0.677,0,8,73,1,0,0
38.87,12323,0.16,0.085,1.0,0,12,474,0,0,0
23.78,61741,2.98,0.096,0.743,0,12,778,1,0,0
36.62,70517,54.03,0.437,0.602,0,8,1766,1,0,0
22.84,3834,101.38,0.196,1.0,0,12,144,1,0,0
37.15,2429,56.43,0.397,0.635,0,7,480,0,0,0
26.95,79725,14.56,0.199,0.553,1,9,475,1,0,0
51.99,55719,81.37,0.381,0.79,0,4,1773,0,0,0
14.08,46758,13.06,0.341,0.692,0,4,1903,1,1,0
6.58,76501,3.02,0.408,0.697,0,11,476,0,0,0
12.44,72998,10.42,0.099,0.527,0,15,451,1,0,0
63.76,58036,161.28,0.3,0.583,0,7,625,0,0,0
23.96,27605,24.58,0.553,0.687,0,6,946,1,1,0
29.18,61758,10.39,0.324,0.454,0,10,3775,0,0,0
11.67,85016,24.47,0.124,0.657,1,7,1293,1,0,0
28.57,85544,14.02,0.281,0.915,0,8,2064,0,1,0
11.96,5553,1.27,0.159,0.694,0,6,362,1,0,0
13.46,75834,5.61,0.098,0.418,1,10,1331,0,0,0
19.65,12464,0.49,0.056,0.918,0,12,970,0,0,0
38.71,77251,7.35,0.426,0.467,0,13,437,1,0,0
42.16,8500,33.64,0.259,0.852,0,10,935,1,0,0
43.09,24729,5.37,0.078,0.82,1,7,1429,0,1,0
7.61,25542,18.77,0.333,0.483,1,9,73,0,0,0
26.97,1163,30.23,0.405,0.669,0,7,480,1,0,0
23.16,51968,19.89,0.224,0.941,0,10,588,0,0,0
7.96,81477,0.39,0.397,0.663,0,7,362,1,0,0
27.46,57728,11.29,0.065,0.475,0,9,434,1,0,0
22.19,51947,14.57,0.619,0.933,0,10,308,1,0,0
40.82,42691,10.49,0.211,0.673,0,8,763,0,1,0
28.93,11634,19.76,0.383,1.0,1,6,334,1,1,0
17.47,15719,18.0,0.009,0.722,0,12,333,1,1,0
56.86,9861,5.19,0.059,0.721,1,12,631,0,0,0
4.59,85996,34.86,0.15,0.767,0,6,128,1,0,0
25.75,3774,4.39,0.177,0.773,1,4,323,0,1,0
6.62,1459,15.36,0.111,0.509,0,13,589,1,0,0
13.07,63310,35.3,0.193,0.509,0,11,722,0,1,0
41.26,5,29.87,0.075,0.541,0,14,4432,1,0,0
9.78,72474,14.15,0.143,1.0,1,13,799,0,0,0
8.68,75369,38.89,0.058,0.484,0,5,1104,0,0,0
182.28,73704,31.27,0.061,0.627,0,6,464,1,0,0
9.14,8109,12.13,0.243,0.765,0,9,2340,1,0,0
101.54,3829,56.47,0.156,0.597,0,11,316,1,0,0
23.62,14148,3.83,0.331,0.871,0,12,1151,1,0,0
17.82,54502,11.1,0.239,0.729,0,9,47,1,0,0
42.67,38288,29.92,0.379,0.718,0,10,1217,0,0,0
78.99,23254,51.58,0.212,0.925,0,10,404,1,0,0
10.84,57960,9.74,0.149,0.401,0,9,3186,0,0,0
18.03,9077,20.6,0.079,0.514,0,8,1114,1,0,0
53.38,39718,0.3,0.065,0.95,0,8,230,1,0,0
34.14,42177,11.58,0.071,0.569,0,8,974,1,0,0
65.47,16551,10.05,0.103,0.571,0,9,671,1,0,0
40.94,84622,46.2,0.12,0.905,0,14,426,1,0,0
115.19,4439,1.92,0.056,0.539,0,11,1424,1,0,0
